REF_AREA,Country,Measure,UNIT_MEASURE,Unit of measure,Age,Sex,Education,Domain,Year,OBS_VALUE
LVA,Latvia,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Young,Total,Total,Subjective well-being,2007,10.06347434
BEL,Belgium,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,Primary education,Subjective well-being,2007,12.48304094
FRA,France,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Old,Total,Total,Subjective well-being,2007,17.35820101
CHL,Chile,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Male,Total,Subjective well-being,2007,12.1235332
POL,Poland,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Male,Total,Subjective well-being,2007,17.96043336
CRI,Costa Rica,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,Total,Total,Subjective well-being,2007,9.383042827
GBR,United Kingdom,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Young,Total,Total,Subjective well-being,2007,8.465993331
ITA,Italy,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Female,Total,Subjective well-being,2007,21.04779955
LTU,Lithuania,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Young,Total,Total,Subjective well-being,2007,11.47762817
ISR,Israel,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,Tertiary education,Subjective well-being,2007,17.65779753
JPN,Japan,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,Tertiary education,Subjective well-being,2007,7.850416372
SWE,Sweden,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,Total,Total,Subjective well-being,2007,10.41862887
DNK,Denmark,Negative affect balance,PT_POP_Y_GE15,Percentage of population aged 15 years or over,Total,Total,Total,Subjective well-being,2007,7.758581485
HUN,Hungary,Negative affect balance,PT_POP_Y_GE15,Percentage of population aged 15 years or over,Total,Total,Total,Subjective well-being,2007,18.70777471
LTU,Lithuania,Negative affect balance,PT_POP_Y_GE15,Percentage of population aged 15 years or over,Total,Total,Total,Subjective well-being,2007,23.18352445
FRA,France,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,Total,Total,Subjective well-being,2007,14.09857565
POL,Poland,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,Tertiary education,Subjective well-being,2007,13.74919479
TUR,Türkiye,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Female,Total,Subjective well-being,2007,23.836993
CRI,Costa Rica,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,Secondary education,Subjective well-being,2007,6.242976967
NZL,New Zealand,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,Tertiary education,Subjective well-being,2007,6.894178881
DNK,Denmark,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,Total,Total,Subjective well-being,2007,8.977216942
GBR,United Kingdom,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Male,Total,Subjective well-being,2007,9.374134475
GBR,United Kingdom,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,Primary education,Subjective well-being,2007,20.48687683
LVA,Latvia,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,Total,Total,Subjective well-being,2007,18.7267847
USA,United States,Negative affect balance,PT_POP_Y_GE15,Percentage of population aged 15 years or over,Total,Total,Total,Subjective well-being,2007,12.3719328
TUR,Türkiye,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,Total,Total,Subjective well-being,2007,23.58197514
HUN,Hungary,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,Total,Total,Subjective well-being,2007,16.8637963
TUR,Türkiye,Negative affect balance,PT_POP_Y_GE15,Percentage of population aged 15 years or over,Total,Total,Total,Subjective well-being,2007,23.85887235
ISR,Israel,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Male,Total,Subjective well-being,2007,15.98948818
NLD,Netherlands,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Old,Total,Total,Subjective well-being,2007,7.925563956
NZL,New Zealand,Negative affect balance,PT_POP_Y_GE15,Percentage of population aged 15 years or over,Total,Total,Total,Subjective well-being,2007,8.401815609
CZE,Czechia,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Male,Total,Subjective well-being,2007,15.27395884
DEU,Germany,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Male,Total,Subjective well-being,2007,9.079857619
GRC,Greece,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,Tertiary education,Subjective well-being,2007,5.766841814
ISR,Israel,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Old,Total,Total,Subjective well-being,2007,22.26494506
AUS,Australia,Negative affect balance,PT_POP_Y_GE15,Percentage of population aged 15 years or over,Total,Total,Total,Subjective well-being,2007,11.3652322
DEU,Germany,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,Primary education,Subjective well-being,2007,13.82528845
CHL,Chile,Negative affect balance,PT_POP_Y_GE15,Percentage of population aged 15 years or over,Total,Total,Total,Subjective well-being,2007,17.57615021
USA,United States,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Female,Total,Subjective well-being,2007,14.92392281
CAN,Canada,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Old,Total,Total,Subjective well-being,2007,8.466272604
CRI,Costa Rica,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,Tertiary education,Subjective well-being,2007,10.87096303
POL,Poland,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Young,Total,Total,Subjective well-being,2007,10.81239469
AUS,Australia,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Female,Total,Subjective well-being,2007,12.49179515
NZL,New Zealand,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,Secondary education,Subjective well-being,2007,9.050961592
USA,United States,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,Total,Total,Subjective well-being,2007,13.06335516
USA,United States,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,Primary education,Subjective well-being,2007,13.6694782
AUS,Australia,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,Primary education,Subjective well-being,2007,5.439620786
EST,Estonia,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Old,Total,Total,Subjective well-being,2007,22.14646651
DEU,Germany,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Female,Total,Subjective well-being,2007,15.5052028
JPN,Japan,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Old,Total,Total,Subjective well-being,2007,6.280385108
KOR,Korea,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,Tertiary education,Subjective well-being,2007,13.65527907
DNK,Denmark,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Female,Total,Subjective well-being,2007,7.234324085
LTU,Lithuania,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Female,Total,Subjective well-being,2007,25.77542895
CZE,Czechia,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Young,Total,Total,Subjective well-being,2007,10.24536809
GBR,United Kingdom,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Female,Total,Subjective well-being,2007,12.88557171
POL,Poland,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Old,Total,Total,Subjective well-being,2007,20.15284263
BEL,Belgium,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Male,Total,Subjective well-being,2007,6.372647499
CHL,Chile,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,Primary education,Subjective well-being,2007,23.15763997
GRC,Greece,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,Secondary education,Subjective well-being,2007,12.11353678
ISR,Israel,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Young,Total,Total,Subjective well-being,2007,14.62168028
LVA,Latvia,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Female,Total,Subjective well-being,2007,19.29566208
MEX,Mexico,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,Tertiary education,Subjective well-being,2007,2.504686631
COL,Colombia,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Young,Total,Total,Subjective well-being,2007,11.62358162
ESP,Spain,Negative affect balance,PT_POP_Y_GE15,Percentage of population aged 15 years or over,Total,Total,Total,Subjective well-being,2007,11.54129964
BEL,Belgium,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,Total,Total,Subjective well-being,2007,8.376049333
EST,Estonia,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,Primary education,Subjective well-being,2007,17.27283509
HUN,Hungary,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,Secondary education,Subjective well-being,2007,16.50244753
ISR,Israel,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,Total,Total,Subjective well-being,2007,20.0609173
GRC,Greece,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,Total,Total,Subjective well-being,2007,14.60982
ITA,Italy,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Young,Total,Total,Subjective well-being,2007,14.5054191
DEU,Germany,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,Total,Total,Subjective well-being,2007,15.54920113
JPN,Japan,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Female,Total,Subjective well-being,2007,7.683470457
CHL,Chile,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Female,Total,Subjective well-being,2007,22.61296012
ITA,Italy,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Male,Total,Subjective well-being,2007,16.30811198
LTU,Lithuania,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,Primary education,Subjective well-being,2007,24.7886967
CRI,Costa Rica,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Female,Total,Subjective well-being,2007,12.61591706
ESP,Spain,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Old,Total,Total,Subjective well-being,2007,15.58176644
HUN,Hungary,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,Primary education,Subjective well-being,2007,21.51758779
